2025-07-17 23:26:55 | INFO     | Basic Memory 0.14.2 (Project: claude-depot-consolidated)
2025-07-18 01:04:31 | INFO     | Initialized project session with default project: test-project
2025-07-18 01:04:31 | INFO     | Switched project context: test-project -> test-project
2025-07-18 01:04:31 | ERROR    | Failed to check file existence
2025-07-18 01:04:31 | INFO     | Using in-memory SQLite database
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initialized project session with default project: test-project
2025-07-18 01:04:32 | INFO     | Switched project context: test-project -> test-project
2025-07-18 01:04:32 | INFO     | Writing file: test.md, is_markdown=True
2025-07-18 01:04:32 | INFO     | Using in-memory SQLite database
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initialized project session with default project: test-project
2025-07-18 01:04:32 | INFO     | Switched project context: test-project -> test-project
2025-07-18 01:04:32 | INFO     | Writing file: subdir\nested\test.md, is_markdown=True
2025-07-18 01:04:32 | INFO     | Using in-memory SQLite database
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initialized project session with default project: test-project
2025-07-18 01:04:32 | INFO     | Switched project context: test-project -> test-project
2025-07-18 01:04:32 | INFO     | Writing file: test.md, is_markdown=True
2025-07-18 01:04:32 | ERROR    | Failed to write file C:\Users\sandr\AppData\Local\Temp\pytest-of-sandr\pytest-5\test_write_atomic_asyncio_0\test.md: Write failed
2025-07-18 01:04:32 | INFO     | Using in-memory SQLite database
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initialized project session with default project: test-project
2025-07-18 01:04:32 | INFO     | Switched project context: test-project -> test-project
2025-07-18 01:04:32 | INFO     | Writing file: test.md, is_markdown=True
2025-07-18 01:04:32 | INFO     | Deleting file: test.md (size: 0.0 KB)
2025-07-18 01:04:32 | ERROR    | Failed to delete C:\Users\sandr\AppData\Local\Temp\pytest-of-sandr\pytest-5\test_delete_file_asyncio_0\test.md: Operation not allowed on protected path: C:\Users\sandr\AppData\Local\Temp\pytest-of-sandr\pytest-5\test_delete_file_asyncio_0\test.md
2025-07-18 01:04:32 | INFO     | Using in-memory SQLite database
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initialized project session with default project: test-project
2025-07-18 01:04:32 | INFO     | Switched project context: test-project -> test-project
2025-07-18 01:04:32 | INFO     | Writing file: test.md, is_markdown=True
2025-07-18 01:04:32 | INFO     | Writing file: test.md, is_markdown=True
2025-07-18 01:04:32 | INFO     | Using in-memory SQLite database
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initialized project session with default project: test-project
2025-07-18 01:04:32 | INFO     | Switched project context: test-project -> test-project
2025-07-18 01:04:32 | INFO     | Using in-memory SQLite database
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initialized project session with default project: test-project
2025-07-18 01:04:32 | INFO     | Switched project context: test-project -> test-project
2025-07-18 01:04:32 | INFO     | Writing file: test.md, is_markdown=True
2025-07-18 01:04:32 | ERROR    | Failed to write file
2025-07-18 01:04:32 | ERROR    | Failed to write file C:\Users\sandr\AppData\Local\Temp\pytest-of-sandr\pytest-5\test_error_handling_invalid_pa0\test.md: Failed to write file C:\Users\sandr\AppData\Local\Temp\pytest-of-sandr\pytest-5\test_error_handling_invalid_pa0\test.md: [WinError 5] Access is denied: 'C:\\Users\\sandr\\AppData\\Local\\Temp\\pytest-of-sandr\\pytest-5\\test_error_handling_invalid_pa0\\test.tmp' -> 'C:\\Users\\sandr\\AppData\\Local\\Temp\\pytest-of-sandr\\pytest-5\\test_error_handling_invalid_pa0\\test.md'
2025-07-18 01:04:32 | INFO     | Using in-memory SQLite database
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initializing search index
2025-07-18 01:04:32 | INFO     | Initialized project session with default project: test-project
2025-07-18 01:04:32 | INFO     | Switched project context: test-project -> test-project
2025-07-18 01:04:32 | INFO     | Writing file: test.md, is_markdown=True
2025-07-18 01:04:51 | INFO     | Basic Memory 0.14.2 (Project: claude-depot-consolidated)
2025-07-18 01:05:17 | INFO     | Basic Memory 0.14.2 (Project: claude-depot-consolidated)
2025-07-18 01:05:25 | INFO     | Basic Memory 0.14.2 (Project: claude-depot-consolidated)
